orderId,orderDate,basketName,productId,side,orderQty,execQty,avgPrice,execNotional,account,sector,noteA,noteB,noteC,clientInstruction,parentOrder,adv,fxRate,pricingSymbol,country,exchange,prevClose,volume,isHalted,bidSize,vwap,high,lastSize,low,ask,bid,dataSource,close,askSize,open
VLX2018110573,2018-11-05,ZA_CLIENT_5_BUY,ZAE000255915,Buy,1206,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,8.180967341,CLIENT_5,,717384,1,ABGJ.J,ZA,XJSE,8.368863608,4595753.067,FALSE,258,8.368863608,8.368863608,258,8.368863608,8.251643402,8.462176451,Simulated,8.368863608,258,8.368863608
VLX20181105731,2018-11-05,ZA_CLIENT_5_BUY,ZAE000013181,Buy,16495,0,0,,AGENCY,Materials,ARRIVAL,12/21/2020 6:33,93.54907248,CLIENT_5,,61272,1,AMSJ.J,ZA,XJSE,93.68835589,295971.9984,FALSE,259,93.68835589,93.68835589,259,93.68835589,93.63852319,93.98893841,Simulated,93.68835589,259,93.68835589
VLX201811051314,2018-11-05,ZA_CLIENT_5_BUY,ZAE000006896,Buy,15001,0,0,,AGENCY,Materials,ARRIVAL,12/21/2020 6:33,9.630974884,CLIENT_5,,554644,1,SOLJ.J,ZA,XJSE,9.656612086,3358333.122,FALSE,260,9.656612086,9.656612086,260,9.656612086,9.693137616,9.731457851,Simulated,9.656612086,260,9.656612086
VLX201811051584,2018-11-05,ZA_CLIENT_5_BUY,ZAE000132577,Buy,146450,0,0,,AGENCY,Telecommunication Services,ARRIVAL,12/21/2020 6:33,8.394063357,CLIENT_5,,595363,1,VODJ.J,ZA,XJSE,8.720626826,2194797.938,FALSE,261,8.720626826,8.720626826,261,8.720626826,8.784954875,8.523417923,Simulated,8.720626826,261,8.720626826
VLX20181105239,2018-11-05,ZA_CLIENT_5_BUY,ZAE000030912,Buy,5719,0,0,,AGENCY,Materials,ARRIVAL,12/21/2020 6:33,13.96938769,CLIENT_5,,343809,1,NHMJ.J,ZA,XJSE,14.19281161,1582717.075,FALSE,262,14.19281161,14.19281161,262,14.19281161,14.07085788,14.02096881,Simulated,14.19281161,262,14.19281161
VLX20181105867,2018-11-05,ZA_CLIENT_5_BUY,ZAE000012084,Buy,27945,0,0,,AGENCY,Consumer Staples,ARRIVAL,12/21/2020 6:33,9.138532863,CLIENT_5,,490242,1,SHPJ.J,ZA,XJSE,9.282485593,2173715.985,FALSE,263,9.282485593,9.282485593,263,9.282485593,9.280211358,9.328126237,Simulated,9.282485593,263,9.282485593
VLX20181105666,2018-11-05,ZA_CLIENT_5_BUY,ZAE000134854,Buy,11858,0,0,,AGENCY,Consumer Staples,ARRIVAL,12/21/2020 6:33,16.7669539,CLIENT_5,,238467,1,CLSJ.J,ZA,XJSE,17.18495703,926840.9683,FALSE,264,17.18495703,17.18495703,264,17.18495703,17.04866268,16.87239716,Simulated,17.18495703,264,17.18495703
VLX20181105396,2018-11-05,ZA_CLIENT_5_BUY,ZAE000265971,Buy,138338,0,0,,AGENCY,Telecommunication Services,ARRIVAL,12/21/2020 6:33,9.022423165,CLIENT_5,,441801,1,MCGJ.J,ZA,XJSE,9.092091193,1662564.973,FALSE,265,9.092091193,9.092091193,265,9.092091193,9.50289022,9.425352526,Simulated,9.092091193,265,9.092091193
VLX20181105563,2018-11-05,ZA_CLIENT_5_BUY,ZAE000255360,Buy,14030,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,0.831893352,CLIENT_5,,4564472,1,OMUJ.J,ZA,XJSE,1.122361593,18174975.91,FALSE,266,1.122361593,1.122361593,266,1.122361593,0.974242953,1.258536537,Simulated,1.122361593,266,1.122361593
VLX2018110572,2018-11-05,ZA_CLIENT_5_BUY,ZAE000117321,Buy,12388,0,0,,AGENCY,Industrials,ARRIVAL,12/21/2020 6:33,11.15474753,CLIENT_5,,338369,1,BVTJ.J,ZA,XJSE,11.63099956,1474543.002,FALSE,267,11.63099956,11.63099956,267,11.63099956,11.17429931,11.25427593,Simulated,11.63099956,267,11.63099956
VLX201811052057,2018-11-05,ZA_CLIENT_5_BUY,ZAE000022331,Buy,20248,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,10.29689935,CLIENT_5,,362850,1,DSYJ.J,ZA,XJSE,10.72821262,1530471.09,FALSE,268,10.72821262,10.72821262,268,10.72821262,10.67006499,10.74502357,Simulated,10.72821262,268,10.72821262
VLX201811052439,2018-11-05,ZA_CLIENT_5_BUY,ZAE000026480,Buy,34369,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,6.628509881,CLIENT_5,,504306,1,REMJ.J,ZA,XJSE,7.102193128,1441644.044,FALSE,269,7.102193128,7.102193128,269,7.102193128,7.115194924,6.976851699,Simulated,7.102193128,269,7.102193128
VLX201811052373,2018-11-05,ZA_CLIENT_5_BUY,ZAE000004875,Buy,6083,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,8.82571899,CLIENT_5,,349130,1,NEDJ.J,ZA,XJSE,9.035087797,2731131.964,FALSE,270,9.035087797,9.035087797,270,9.035087797,8.997638154,8.935863858,Simulated,9.035087797,270,9.035087797
VLX201811051337,2018-11-05,ZA_CLIENT_5_BUY,ZAE000200457,Buy,146450,0,0,,AGENCY,Consumer Discretionary,ARRIVAL,12/21/2020 6:33,11.56249725,CLIENT_5,,256814,1,MRPJ.J,ZA,XJSE,12.06113831,1823848.078,FALSE,271,12.06113831,12.06113831,271,12.06113831,11.94877773,11.67903227,Simulated,12.06113831,271,12.06113831
VLX20181105914,2018-11-05,ZA_CLIENT_5_BUY,ZAE000058517,Buy,27945,0,0,,AGENCY,Consumer Staples,ARRIVAL,12/21/2020 6:33,12.81238645,CLIENT_5,,192242,1,SPPJ.J,ZA,XJSE,13.06668881,859424.9944,FALSE,272,13.06668881,13.06668881,272,13.06668881,12.96423489,13.10689777,Simulated,13.06668881,272,13.06668881
VLX20181105608,2018-11-05,ZA_CLIENT_5_BUY,ZAE000015228,Buy,11858,0,0,,AGENCY,Materials,ARRIVAL,12/21/2020 6:33,4.780996157,CLIENT_5,,510322,1,HARJ.J,ZA,XJSE,4.98663476,3272115.073,FALSE,273,4.98663476,4.98663476,273,4.98663476,4.881525575,5.076207939,Simulated,4.98663476,273,4.98663476
VLX201811051722,2018-11-05,ZA_CLIENT_5_BUY,ZAE000085346,Buy,14030,0,0,,AGENCY,Materials,ARRIVAL,12/21/2020 6:33,41.31531796,CLIENT_5,,54083,1,KIOJ.J,ZA,XJSE,41.34488592,328930.987,FALSE,274,41.34488592,41.34488592,274,41.34488592,41.71751357,41.67709485,Simulated,41.34488592,274,41.34488592
VLX20181105111,2018-11-05,ZA_CLIENT_5_BUY,ZAE000148466,Buy,12388,0,0,,AGENCY,Consumer Discretionary,ARRIVAL,12/21/2020 6:33,6.901709661,CLIENT_5,,323077,1,TFGJ.J,ZA,XJSE,7.360336975,1262685.991,FALSE,275,7.360336975,7.360336975,275,7.360336975,7.268286463,7.023206627,Simulated,7.360336975,275,7.360336975
VLX20181105444,2018-11-05,ZA_CLIENT_5_BUY,ZAE000063863,Buy,20248,0,0,,AGENCY,Consumer Discretionary,ARRIVAL,12/21/2020 6:33,2.468359974,CLIENT_5,,869746,1,WHLJ.J,ZA,XJSE,2.523654179,3957707.003,FALSE,276,2.523654179,2.523654179,276,2.523654179,2.816470239,2.746047571,Simulated,2.523654179,276,2.523654179
VLX201811051710,2018-11-05,ZA_CLIENT_5_BUY,ZAE000054045,Buy,13514,0,0,,AGENCY,Materials,ARRIVAL,12/21/2020 6:33,18.01547577,CLIENT_5,,105578,1,ARIJ.J,ZA,XJSE,18.50982975,1146097.003,FALSE,277,18.50982975,18.50982975,277,18.50982975,18.3915654,18.28334665,Simulated,18.50982975,277,18.50982975
VLX201811051952,2018-11-05,ZA_CLIENT_5_BUY,ZAE000210688,Buy,24426,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,2.20267323,CLIENT_5,,749054,1,RMIJ.J,ZA,XJSE,2.658343183,1834973.007,FALSE,278,2.658343183,2.658343183,278,2.658343183,2.641300258,2.253463654,Simulated,2.658343183,278,2.658343183
VLX201811051565,2018-11-05,ZA_CLIENT_51_SELL,ZAE000057428,Sell,101900,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,2.572175922,LIENT_51,,4620242,1,RLOJ.J,ZA,XJSE,2.579973284,262752.0089,FALSE,279,2.579973284,2.579973284,279,2.579973284,2.725589974,2.699704268,Simulated,2.579973284,279,2.579973284
VLX201811051865,2018-11-05,ZA_CLIENT_51_SELL,ZAE000227831,Sell,47300,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,1.389903909,LIENT_51,,1278124,1,DCPJ.J,ZA,XJSE,1.625812747,1074321.003,FALSE,280,1.625812747,1.625812747,280,1.625812747,1.434403115,1.504478969,Simulated,1.625812747,280,1.625812747
VLX2018110523,2018-11-05,ZA_CLIENT_51_SELL,ZAE000282356,Sell,74900,0,0,,AGENCY,Basic Materials,TWAP,12/21/2020 6:33,3.070082585,LIENT_51,,2645852,1,NY1J.J,ZA,XJSE,3.536373285,299163.9826,FALSE,281,3.536373285,3.536373285,281,3.536373285,3.172058643,3.185203013,Simulated,3.536373285,281,3.536373285
VLX201811051106,2018-11-05,ZA_CLIENT_51_SELL,ZAE000044897,Sell,83200,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,2.27438812,LIENT_51,,415924,1,TKGJ.J,ZA,XJSE,2.746805492,2350102.973,FALSE,282,2.746805492,2.746805492,282,2.746805492,2.413096649,2.556150314,Simulated,2.746805492,282,2.746805492
VLX20181105402,2018-11-05,ZA_CLIENT_51_SELL,ZAE000013017,Sell,36200,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,4.046088863,LIENT_51,,865202,1,PSGJ.J,ZA,XJSE,4.467624771,844151.9802,FALSE,283,4.467624771,4.467624771,283,4.467624771,4.416299586,4.447066689,Simulated,4.467624771,283,4.467624771
VLX201811051455,2018-11-05,ZA_CLIENT_51_SELL,ZAE000259479,Sell,725000,0,0,,AGENCY,Basic Materials,TWAP,12/21/2020 6:33,0.921366244,LIENT_51,,1797598,1,PPHJ.J,ZA,XJSE,1.158393787,9472259.839,FALSE,284,1.158393787,1.158393787,284,1.158393787,1.420771069,1.388203296,Simulated,1.158393787,284,1.158393787
VLX20181105185,2018-11-05,ZA_CLIENT_51_SELL,ZAE000093779,Sell,12300,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,17.38780015,LIENT_51,,75972,1,SNTJ.J,ZA,XJSE,17.41339375,145841.9993,FALSE,285,17.41339375,17.41339375,285,17.41339375,17.60179379,17.58945749,Simulated,17.41339375,285,17.41339375
VLX201811051397,2018-11-05,ZA_CLIENT_51_SELL,ZAE000081949,Sell,88900,0,0,,AGENCY,Diversified,TWAP,12/21/2020 6:33,2.607691925,LIENT_51,,1666222,1,INLJ.J,ZA,XJSE,2.637273193,1716149.029,FALSE,286,2.637273193,2.637273193,286,2.637273193,3.072082941,2.620674899,Simulated,2.637273193,286,2.637273193
VLX2018110545,2018-11-05,ZA_CLIENT_51_SELL,ZAE000047353,Sell,214200,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,2.953289741,LIENT_51,,332007,1,CMLJ.J,ZA,XJSE,3.245381133,1046353.963,FALSE,287,3.245381133,3.245381133,287,3.245381133,3.231343193,3.354348221,Simulated,3.245381133,287,3.245381133
VLX20181105381,2018-11-05,ZA_CLIENT_51_SELL,ZAE000269890,Sell,500600,0,0,,AGENCY,Basic Materials,TWAP,12/21/2020 6:33,1.044306158,LIENT_51,,717384,1,MTMJ.J,ZA,XJSE,1.176170784,10781995.31,FALSE,288,1.176170784,1.176170784,288,1.176170784,1.248668198,1.107859933,Simulated,1.176170784,288,1.176170784
VLX20181105120,2018-11-05,ZA_CLIENT_51_SELL,ZAE000028296,Sell,132900,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,2.488167021,LIENT_51,,61272,1,TRUJ.J,ZA,XJSE,2.682701341,2891525.041,FALSE,289,2.682701341,2.682701341,289,2.682701341,2.896647126,2.861444139,Simulated,2.682701341,289,2.682701341
VLX201811051036,2018-11-05,ZA_CLIENT_51_SELL,ZAE000011953,Sell,157200,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,0.817550361,LIENT_51,,554644,1,NTCJ.J,ZA,XJSE,1.202575069,6648533.14,FALSE,290,1.202575069,1.202575069,290,1.202575069,0.926385266,0.995736789,Simulated,1.202575069,290,1.202575069
VLX201811052055,2018-11-05,ZA_CLIENT_51_SELL,ZAE000005443,Sell,73300,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,3.488761321,LIENT_51,,595363,1,PIKJ.J,ZA,XJSE,3.570807584,1508872.953,FALSE,291,3.570807584,3.570807584,291,3.570807584,3.773803561,3.735749546,Simulated,3.570807584,291,3.570807584
VLX201811051300,2018-11-05,ZA_CLIENT_51_SELL,ZAE000006284,Sell,199600,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,2.253898188,LIENT_51,,343809,1,SAPJ.J,ZA,XJSE,2.274129908,2209514.05,FALSE,292,2.274129908,2.274129908,292,2.274129908,2.383900866,2.745138792,Simulated,2.274129908,292,2.274129908
VLX201811051043,2018-11-05,ZA_CLIENT_51_SELL,ZAE000026639,Sell,49800,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,6.351894895,LIENT_51,,490242,1,BAWJ.J,ZA,XJSE,6.559808194,948712.0195,FALSE,293,6.559808194,6.559808194,293,6.559808194,6.429165488,6.626265089,Simulated,6.559808194,293,6.559808194
VLX201811051321,2018-11-05,ZA_CLIENT_51_SELL,ZAE000145892,Sell,234700,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,1.07094316,LIENT_51,,238467,1,LHCJ.J,ZA,XJSE,1.102641568,14194235.24,FALSE,294,1.102641568,1.102641568,294,1.102641568,1.120302578,1.225462154,Simulated,1.102641568,294,1.102641568
VLX20181105814,2018-11-05,ZA_CLIENT_51_SELL,ZAE000210688,Sell,304800,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,2.20267323,LIENT_51,,4564472,1,RMIJ.J,ZA,XJSE,2.658343183,1834973.007,FALSE,295,2.658343183,2.658343183,295,2.658343183,2.641300258,2.253463654,Simulated,2.658343183,295,2.658343183
VLX20181105322,2018-11-05,ZA_CLIENT_51_SELL,ZAE000054045,Sell,50800,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,18.01547577,LIENT_51,,338369,1,ARIJ.J,ZA,XJSE,18.50982975,1146097.003,FALSE,296,18.50982975,18.50982975,296,18.50982975,18.3915654,18.28334665,Simulated,18.50982975,296,18.50982975
VLX201811051133,2018-11-05,ZA_CLIENT_51_SELL,ZAE000063863,Sell,190000,0,0,,AGENCY,Energy,TWAP,12/21/2020 6:33,2.468359974,LIENT_51,,362850,1,WHLJ.J,ZA,XJSE,2.523654179,3957707.003,FALSE,297,2.523654179,2.523654179,297,2.523654179,2.816470239,2.746047571,Simulated,2.523654179,297,2.523654179
VLX201811052422,2018-11-05,ZA_CLIENT_51_SELL,ZAE000148466,Sell,57000,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,6.901709661,LIENT_51,,504306,1,TFGJ.J,ZA,XJSE,7.360336975,1262685.991,FALSE,298,7.360336975,7.360336975,298,7.360336975,7.268286463,7.023206627,Simulated,7.360336975,298,7.360336975
VLX20181105782,2018-11-05,ZA_CLIENT_51_SELL,ZAE000085346,Sell,25300,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,41.31531796,LIENT_51,,380681,1,KIOJ.J,ZA,XJSE,41.34488592,328930.987,FALSE,299,41.34488592,41.34488592,299,41.34488592,41.71751357,41.67709485,Simulated,41.34488592,299,41.34488592
VLX20181105798,2018-11-05,ZA_CLIENT_51_SELL,ZAE000015228,Sell,185300,0,0,,AGENCY,Basic Materials,TWAP,12/21/2020 6:33,4.780996157,LIENT_51,,256814,1,HARJ.J,ZA,XJSE,4.98663476,3272115.073,FALSE,300,4.98663476,4.98663476,300,4.98663476,4.881525575,5.076207939,Simulated,4.98663476,300,4.98663476
VLX20181105462,2018-11-05,ZA_CLIENT_51_SELL,ZAE000058517,Sell,44700,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,12.81238645,LIENT_51,,250128,1,SPPJ.J,ZA,XJSE,13.06668881,859424.9944,FALSE,301,13.06668881,13.06668881,301,13.06668881,12.96423489,13.10689777,Simulated,13.06668881,301,13.06668881
VLX20181105429,2018-11-05,ZA_CLIENT_51_SELL,ZAE000200457,Sell,63400,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,11.56249725,LIENT_51,,510322,1,MRPJ.J,ZA,XJSE,12.06113831,1823848.078,FALSE,302,12.06113831,12.06113831,302,12.06113831,11.94877773,11.67903227,Simulated,12.06113831,302,12.06113831
VLX20181105275,2018-11-05,ZA_CLIENT_51_SELL,ZAE000004875,Sell,92800,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,8.82571899,LIENT_51,,165446,1,NEDJ.J,ZA,XJSE,9.035087797,2731131.964,FALSE,303,9.035087797,9.035087797,303,9.035087797,8.997638154,8.935863858,Simulated,9.035087797,303,9.035087797
VLX201811051407,2018-11-05,ZA_CLIENT_51_SELL,ZAE000026480,Sell,123100,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,6.628509881,LIENT_51,,323077,1,REMJ.J,ZA,XJSE,7.102193128,1441644.044,FALSE,304,7.102193128,7.102193128,304,7.102193128,7.115194924,6.976851699,Simulated,7.102193128,304,7.102193128
VLX201811051318,2018-11-05,ZA_CLIENT_51_SELL,ZAE000022331,Sell,96100,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,10.29689935,LIENT_51,,869746,1,DSYJ.J,ZA,XJSE,10.72821262,1530471.09,FALSE,305,10.72821262,10.72821262,305,10.72821262,10.67006499,10.74502357,Simulated,10.72821262,305,10.72821262
VLX201811051228,2018-11-05,ZA_CLIENT_51_SELL,ZAE000117321,Sell,67400,0,0,,AGENCY,Communications,TWAP,12/21/2020 6:33,11.15474753,LIENT_51,,105578,1,BVTJ.J,ZA,XJSE,11.63099956,1474543.002,FALSE,306,11.63099956,11.63099956,306,11.63099956,11.17429931,11.25427593,Simulated,11.63099956,306,11.63099956
VLX20181105240,2018-11-05,ZA_CLIENT_51_SELL,ZAE000255360,Sell,1053300,0,0,,AGENCY,Basic Materials,TWAP,12/21/2020 6:33,0.831893352,LIENT_51,,749054,1,OMUJ.J,ZA,XJSE,1.122361593,18174975.91,FALSE,307,1.122361593,1.122361593,307,1.122361593,0.974242953,1.258536537,Simulated,1.122361593,307,1.122361593
VLX201811051684,2018-11-05,ZA_CLIENT_51_SELL,ZAE000265971,Sell,99700,0,0,,AGENCY,Consumer Discretionary,TWAP,12/21/2020 6:33,9.022423165,LIENT_51,,311993,1,MCGJ.J,ZA,XJSE,9.092091193,1662564.973,FALSE,308,9.092091193,9.092091193,308,9.092091193,9.50289022,9.425352526,Simulated,9.092091193,308,9.092091193
VLX20181105686,2018-11-05,ZA_CLIENT_51_SELL,ZAE000134854,Sell,82500,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,16.7669539,LIENT_51,,1373439,1,CLSJ.J,ZA,XJSE,17.18495703,926840.9683,FALSE,309,17.18495703,17.18495703,309,17.18495703,17.04866268,16.87239716,Simulated,17.18495703,309,17.18495703
VLX201811051868,2018-11-05,ZA_CLIENT_51_SELL,ZAE000012084,Sell,115700,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,9.138532863,LIENT_51,,194782,1,SHPJ.J,ZA,XJSE,9.282485593,2173715.985,FALSE,310,9.282485593,9.282485593,310,9.282485593,9.280211358,9.328126237,Simulated,9.282485593,310,9.282485593
VLX20181105157,2018-11-05,ZA_CLIENT_51_SELL,ZAE000030912,Sell,104400,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,13.96938769,LIENT_51,,545669,1,NHMJ.J,ZA,XJSE,14.19281161,1582717.075,FALSE,311,14.19281161,14.19281161,311,14.19281161,14.07085788,14.02096881,Simulated,14.19281161,311,14.19281161
VLX201811052386,2018-11-05,ZA_CLIENT_51_SELL,ZAE000132577,Sell,132800,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,8.394063357,LIENT_51,,342893,1,VODJ.J,ZA,XJSE,8.720626826,2194797.938,FALSE,312,8.720626826,8.720626826,312,8.720626826,8.784954875,8.523417923,Simulated,8.720626826,312,8.720626826
VLX201811051552,2018-11-05,ZA_CLIENT_51_SELL,ZAE000006896,Sell,151100,0,0,,AGENCY,Consumer Discretionary,TWAP,12/21/2020 6:33,9.630974884,LIENT_51,,1438658,1,SOLJ.J,ZA,XJSE,9.656612086,3358333.122,FALSE,313,9.656612086,9.656612086,313,9.656612086,9.693137616,9.731457851,Simulated,9.656612086,313,9.656612086
VLX20181105984,2018-11-05,ZA_CLIENT_51_SELL,ZAE000013181,Sell,17100,0,0,,AGENCY,Communications,TWAP,12/21/2020 6:33,93.54907248,LIENT_51,,423917,1,AMSJ.J,ZA,XJSE,93.68835589,295971.9984,FALSE,314,93.68835589,93.68835589,314,93.68835589,93.63852319,93.98893841,Simulated,93.68835589,314,93.68835589
VLX201811051088,2018-11-05,ZA_CLIENT_51_SELL,ZAE000255915,Sell,176000,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,8.180967341,LIENT_51,,980846,1,ABGJ.J,ZA,XJSE,8.368863608,4595753.067,FALSE,315,8.368863608,8.368863608,315,8.368863608,8.251643402,8.462176451,Simulated,8.368863608,315,8.368863608
VLX20181105340,2018-11-05,ZA_CLIENT_51_SELL,ZAE000216537,Sell,69400,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,18.93479453,LIENT_51,,512929,1,BIDJ.J,ZA,XJSE,19.26952409,1228671.978,FALSE,316,19.26952409,19.26952409,316,19.26952409,19.40067659,18.95297372,Simulated,19.26952409,316,19.26952409
VLX201811051308,2018-11-05,ZA_CLIENT_51_SELL,ZAE000070660,Sell,417400,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,3.925880813,LIENT_51,,257186,1,SLMJ.J,ZA,XJSE,4.285005964,7542504.943,FALSE,317,4.285005964,4.285005964,317,4.285005964,3.932372878,3.984279037,Simulated,4.285005964,317,4.285005964
VLX20181105200,2018-11-05,ZA_CLIENT_51_SELL,ZAE000035861,Sell,18600,0,0,,AGENCY,Consumer Discretionary,TWAP,12/21/2020 6:33,99.0349204,LIENT_51,,284782,1,CPIJ.J,ZA,XJSE,99.08589639,410485.0062,FALSE,318,99.08589639,99.08589639,318,99.08589639,99.24418775,99.25909209,Simulated,99.08589639,318,99.08589639
VLX201811051156,2018-11-05,ZA_CLIENT_51_SELL,ZAE000042164,Sell,389800,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,4.196348533,LIENT_51,,41424,1,MTNJ.J,ZA,XJSE,4.62484883,7728545.276,FALSE,319,4.62484883,4.62484883,319,4.62484883,4.353746601,4.595915634,Simulated,4.62484883,319,4.62484883
VLX20181105274,2018-11-05,ZA_CLIENT_51_SELL,ZAE000018123,Sell,182900,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,9.742304128,LIENT_51,,740123,1,GFIJ.J,ZA,XJSE,9.88797254,3316385.911,FALSE,320,9.88797254,9.88797254,320,9.88797254,9.913563843,10.20182477,Simulated,9.88797254,320,9.88797254
VLX201811051378,2018-11-05,ZA_CLIENT_51_SELL,ZAE000043485,Sell,84400,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,23.59216795,LIENT_51,,83142,1,ANGJ.J,ZA,XJSE,23.62768692,1821071.072,FALSE,321,23.62768692,23.62768692,321,23.62768692,23.94549731,23.64159064,Simulated,23.62768692,321,23.62768692
VLX201811051001,2018-11-05,ZA_CLIENT_51_SELL,ZAE000083648,Sell,156000,0,0,,AGENCY,Basic Materials,TWAP,12/21/2020 6:33,13.48582395,LIENT_51,,163069,1,IMPJ.J,ZA,XJSE,13.70415731,3757738.965,FALSE,322,13.70415731,13.70415731,322,13.70415731,13.95686692,13.85390819,Simulated,13.70415731,322,13.70415731
VLX20181105574,2018-11-05,ZA_CLIENT_51_SELL,ZAE000259701,Sell,616700,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,3.947736775,LIENT_51,,289510,1,SSWJ.J,ZA,XJSE,4.322909896,13380060.73,FALSE,323,4.322909896,4.322909896,323,4.322909896,4.192965795,4.155313951,Simulated,4.322909896,323,4.322909896
VLX20181105214,2018-11-05,ZA_CLIENT_51_SELL,ZAE000109815,Sell,281700,0,0,,AGENCY,Consumer Staples,TWAP,12/21/2020 6:33,8.935681943,LIENT_51,,109708,1,SBKJ.J,ZA,XJSE,9.362265418,4529441.955,FALSE,324,9.362265418,9.362265418,324,9.362265418,9.02018452,9.253693356,Simulated,9.362265418,324,9.362265418
VLX201811051535,2018-11-05,ZA_CLIENT_51_SELL,ZAE000066304,Sell,946300,0,0,,AGENCY,Financials,TWAP,12/21/2020 6:33,3.503787132,LIENT_51,,164508,1,FSRJ.J,ZA,XJSE,3.630772508,18609847.42,FALSE,325,3.630772508,3.630772508,325,3.630772508,3.654771957,3.83258017,Simulated,3.630772508,325,3.630772508
VLX20181105858,2018-11-05,ZA_CLIENT_51_SELL,ZAE000015889,Sell,81800,0,0,,AGENCY,Communications,TWAP,12/21/2020 6:33,215.6277124,LIENT_51,,362332,1,NPNJn.J,ZA,XJSE,215.8787186,1257457.971,FALSE,326,215.8787186,215.8787186,326,215.8787186,215.9706025,215.8970757,Simulated,215.8787186,326,215.8787186
VLX201811051765,2018-11-05,ZA_CLIENT_6_SELL,ZAE000022331,Sell,34369,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,10.29689935,CLIENT_6,,362850,1,DSYJ.J,ZA,XJSE,10.72821262,1530471.09,FALSE,327,10.72821262,10.72821262,327,10.72821262,10.67006499,10.74502357,Simulated,10.72821262,327,10.72821262
VLX201811051182,2018-11-05,ZA_CLIENT_6_SELL,ZAE000026480,Sell,14378,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,6.628509881,CLIENT_6,,504306,1,REMJ.J,ZA,XJSE,7.102193128,1441644.044,FALSE,328,7.102193128,7.102193128,328,7.102193128,7.115194924,6.976851699,Simulated,7.102193128,328,7.102193128
VLX20181105272,2018-11-05,ZA_CLIENT_6_SELL,ZAE000004875,Sell,146450,0,0,,AGENCY,Financials,ARRIVAL,12/21/2020 6:33,8.82571899,CLIENT_6,,349130,1,NEDJ.J,ZA,XJSE,9.035087797,2731131.964,FALSE,329,9.035087797,9.035087797,329,9.035087797,8.997638154,8.935863858,Simulated,9.035087797,329,9.035087797
VLX20181105594,2018-11-05,ZA_CLIENT_6_SELL,ZAE000200457,Sell,5719,0,0,,AGENCY,Consumer Discretionary,ARRIVAL,12/21/2020 6:33,11.56249725,CLIENT_6,,256814,1,MRPJ.J,ZA,XJSE,12.06113831,1823848.078,FALSE,330,12.06113831,12.06113831,330,12.06113831,11.94877773,11.67903227,Simulated,12.06113831,330,12.06113831
VLX201811051848,2018-11-05,ZA_CLIENT_6_SELL,ZAE000058517,Sell,11858,0,0,,AGENCY,Consumer Staples,ARRIVAL,12/21/2020 6:33,12.81238645,CLIENT_6,,192242,1,SPPJ.J,ZA,XJSE,13.06668881,859424.9944,FALSE,331,13.06668881,13.06668881,331,13.06668881,12.96423489,13.10689777,Simulated,13.06668881,331,13.06668881
